evoked0,quest0,cond0,chan0,tmin0,tmax0,mode0,chanX,latX,valX,SUB,SES,TASK,RUN,CHAN_BUND
evoked4,word_set,all_in,RF,0.1,0.19,pos,RF,0.165,-0.14659652280254631,31ltxf,eeg001,lexdec,0,
evoked4,word_set,all_in,LC,0.1,0.19,pos,LC,0.13249999999999998,-0.3316152322059089,31ltxf,eeg001,lexdec,0,
evoked4,word_set,all_in,RC,0.1,0.19,pos,RC,0.165,0.381523048171912,31ltxf,eeg001,lexdec,0,
evoked4,word_set,all_in,LP,0.1,0.19,pos,LP,0.14666666666666664,1.738259160736934,31ltxf,eeg001,lexdec,0,
evoked4,word_set,all_in,RP,0.1,0.19,pos,RP,0.15416666666666667,2.4274383331520766,31ltxf,eeg001,lexdec,0,
evoked4,word_set,all_in,LF,0.1,0.19,pos,LF,0.18666666666666668,4.211236656132311,32mjxf,eeg001,lexdec,0,
evoked4,word_set,all_in,RF,0.1,0.19,pos,RF,0.1875,1.8185855366884667,32mjxf,eeg001,lexdec,0,
evoked4,word_set,all_in,LC,0.1,0.19,pos,LC,0.18416666666666667,6.678100882315568,32mjxf,eeg001,lexdec,0,
evoked4,word_set,all_in,RC,0.1,0.19,pos,RC,0.1825,3.2653059785522447,32mjxf,eeg001,lexdec,0,
evoked4,word_set,all_in,LP,0.1,0.19,pos,LP,0.1583333333333333,2.7484800675303305,32mjxf,eeg001,lexdec,0,
evoked4,word_set,all_in,RP,0.1,0.19,pos,RP,0.15916666666666665,3.0303673884844957,32mjxf,eeg001,lexdec,0,
evoked4,word_set,all_in,LF,0.1,0.19,pos,LF,0.17749999999999996,4.935668608002354,33kkxm,eeg001,lexdec,0,
evoked4,word_set,all_in,RF,0.1,0.19,pos,RF,0.17083333333333328,3.476465437517165,33kkxm,eeg001,lexdec,0,
evoked4,word_set,all_in,LC,0.1,0.19,pos,LC,0.16166666666666665,2.629279159429001,33kkxm,eeg001,lexdec,0,
evoked4,word_set,all_in,RC,0.1,0.19,pos,RC,0.16916666666666666,4.25861895613809,33kkxm,eeg001,lexdec,0,
evoked4,word_set,all_in,LP,0.1,0.19,pos,LP,0.13083333333333333,1.5900539311573831,33kkxm,eeg001,lexdec,0,
evoked4,word_set,all_in,RP,0.1,0.19,pos,RP,0.12416666666666665,2.1429966428089267,33kkxm,eeg001,lexdec,0,
evoked4,word_set,all_in,LF,0.1,0.19,pos,LF,0.11916666666666664,0.7665750050112746,34gsxm,eeg001,lexdec,0,
evoked4,word_set,all_in,RF,0.1,0.19,pos,RF,0.1333333333333333,0.8262409366541913,34gsxm,eeg001,lexdec,0,
evoked4,word_set,all_in,LC,0.1,0.19,pos,LC,0.1758333333333333,1.9801981836653682,34gsxm,eeg001,lexdec,0,
evoked4,word_set,all_in,RC,0.1,0.19,pos,RC,0.18083333333333332,3.200338762344312,34gsxm,eeg001,lexdec,0,
evoked4,word_set,all_in,LP,0.1,0.19,pos,LP,0.15416666666666665,2.9316148528510007,34gsxm,eeg001,lexdec,0,
evoked4,word_set,all_in,RP,0.1,0.19,pos,RP,0.15249999999999994,6.810355885645149,34gsxm,eeg001,lexdec,0,
